Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 29.00,   34535792, 0,0.00,35.501, 34.641, 34.619, 35.284,23,  -, -, 0.00%,  0.00%,  0.00%, 0.31%,  1.10%,  6.20%, 0.54%,  0.70%, 11.89%, 1.44%,  1.46%, 33.26%,43.11%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 87673.05, 49568.77, 0.00, 20515326.99 , 0, 255, 66.06, 0, 255, 69.44, 0, 255, 64.48, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.55%, 0.00%,0.00%, 3.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 90943.1, 336.8, 995552.3, 940236.5, 0.0, 0.0, 1085037.4, 1.000, 0
1, P-SLICE,    1, 32.00,   35881760, 0,0.00,30.418, 31.176, 31.119, 30.600,23, 0 , -, 0.00%,  0.00%,  0.00%, 0.06%,  0.42%,  0.68%, 0.18%,  0.77%,  3.09%, 2.98%,  8.08%, 59.27%, 0.00%,  0.00%,  0.19%,  1.56%, 22.72%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 305515.54, 124813.54, 0.00, 21672369.00 , 0, 255, 67.50, 0, 255, 86.92, 0, 255, 82.58, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 85.75%, 0.00%,0.00%, 7.28%, 6.97%, 0.00%, 0.00%, 0.00%, 0.00%, 69.08%, 0.00%,0.00%, 17.19%, 13.73%, 0.00%, 0.00%, 0.00%, 0.00%, 75.58%, 0.00%,0.00%, 10.84%, 13.58%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1933.2, 2974.8, 563893.0, 528410.9, 0.0, 0.0, 1650694.9, 1.000, 0
2, P-SLICE,    2, 32.00,   25834552, 0,0.00,30.456, 30.637, 30.615, 30.499,23, 1 0 , -, 0.00%,  0.00%,  0.00%, 0.02%,  0.21%,  0.41%, 0.17%,  0.63%,  2.95%, 0.81%,  1.94%, 18.07%, 0.00%,  0.00%,  0.57%,  7.71%, 66.49%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 268156.94, 129635.22, 0.00, 8932956.97 , 0, 255, 66.11, 0, 255, 69.63, 0, 255, 64.54, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.07%, 0.00%,0.00%, 14.61%, 32.33%, 0.00%, 0.00%, 0.00%, 0.00%, 31.95%, 0.00%,0.00%, 28.09%, 39.95%, 0.00%, 0.00%, 0.00%, 0.00%, 23.84%, 0.01%,0.00%, 32.54%, 43.60%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2351.5, 2150.9, 357812.4, 331960.6, 0.0, 0.0, 2010401.2, 1.000, 0
3, P-SLICE,    3, 32.00,   35053592, 0,0.00,30.405, 31.113, 31.078, 30.577,23, 2 1 0 , -, 0.00%,  0.00%,  0.00%, 0.01%,  0.16%,  0.17%, 0.09%,  0.40%,  1.34%, 2.16%,  5.73%, 40.25%, 0.00%,  0.00%,  0.14%,  1.86%, 47.66%,  0.00%,  0.00%,  0.00%,  0.02%,  0.00%,  0.00%,  0.00%,  0.01%, 301934.61, 126549.93, 0.00, 18032060.93 , 0, 255, 68.02, 0, 255, 86.87, 0, 255, 81.47, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 71.05%, 0.00%,0.00%, 15.23%, 13.72%, 0.00%, 0.00%, 0.00%, 0.00%, 46.82%, 0.00%,0.00%, 31.82%, 21.36%, 0.00%, 0.00%, 0.00%, 0.00%, 50.24%, 0.03%,0.00%, 25.07%, 24.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1203.2, 1407.1, 411291.5, 386116.4, 0.0, 0.0, 2421714.7, 1.000, 0
4, P-SLICE,    4, 32.00,   27160416, 0,0.00,30.406, 30.684, 30.628, 30.468,23, 3 2 1 , -, 0.00%,  0.00%,  0.00%, 0.03%,  0.26%,  0.67%, 0.28%,  0.98%,  6.33%, 0.92%,  2.13%, 25.04%, 0.00%,  0.00%,  0.42%,  7.71%, 55.23%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 275155.06, 128756.21, 0.00, 10232195.21 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 69.65%, 0.00%,0.00%, 10.43%, 19.93%, 0.00%, 0.00%, 0.00%, 0.00%, 48.64%, 0.00%,0.00%, 23.45%, 27.91%, 0.00%, 0.00%, 0.00%, 0.00%, 33.71%, 0.00%,0.00%, 30.82%, 35.46%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1183.2, 1112.9, 366052.6, 343563.9, 0.0, 0.0, 2787581.1, 1.000, 0
5, P-SLICE,    5, 32.00,   35652152, 0,0.00,30.419, 31.163, 31.125, 30.601,23, 4 3 2 , -, 0.00%,  0.00%,  0.00%, 0.03%,  0.25%,  0.27%, 0.09%,  0.50%,  1.85%, 2.41%,  6.33%, 46.07%, 0.00%,  0.00%,  0.18%,  1.74%, 40.29%,  0.00%,  0.00%,  0.00%,  0.01%,  0.00%,  0.00%,  0.00%,  0.00%, 303765.67, 125547.03, 0.00, 19020958.13 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 74.64%, 0.00%,0.00%, 12.22%, 13.14%, 0.00%, 0.00%, 0.00%, 0.00%, 55.31%, 0.00%,0.00%, 27.06%, 17.63%, 0.00%, 0.00%, 0.00%, 0.00%, 57.62%, 0.01%,0.00%, 22.18%, 20.19%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 683.9, 1715.3, 426772.9, 399773.6, 0.0, 0.0, 3213851.2, 1.000, 0
6, P-SLICE,    6, 32.00,     909600, 0,0.00,31.111, 31.244, 31.172, 31.135,23, 5 4 3 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.02%, 11.60%, 38.68%,  8.21%,  0.00%,  0.00%,  0.02%,  0.01%,  0.00%,  2.15%, 32.07%,  7.23%, 214084.27, 106796.72, 0.00, 240800.28 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 14.29%,0.00%, 0.00%, 85.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 15.65%,0.00%, 0.00%, 84.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.74%,0.00%, 1.34%, 53.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.86%,0.00%, 0.03%, 53.12%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 672.6, 1642.0, 93886.1, 89502.3, 0.0, 0.0, 3307257.6, 1.000, 0
7, P-SLICE,    7, 32.00,     953344, 0,0.00,31.647, 32.292, 32.272, 31.806,23, 6 5 4 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.58%, 70.25%, 18.49%,  2.04%,  0.00%,  0.03%,  0.02%,  0.03%,  0.01%,  1.73%,  5.00%,  1.83%, 207059.31, 89850.84, 0.00, 240043.11 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 1.69%,0.00%, 0.00%, 98.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 2.44%,0.00%, 0.00%, 97.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 19.38%,0.00%, 9.25%, 71.37%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.70%,0.00%, 0.26%, 52.04%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 834.9, 1925.2, 103432.7, 99557.7, 0.0, 0.0, 3410563.9, 1.000, 0
8, P-SLICE,    8, 32.00,   26120368, 0,0.00,30.349, 30.620, 30.618, 30.416,23, 7 6 5 , -, 0.00%,  0.00%,  0.00%, 0.05%,  0.49%,  1.07%, 0.13%,  0.58%,  3.25%, 0.77%,  2.04%, 19.10%, 0.00%,  0.02%,  0.83%,  6.66%, 65.01%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 276098.65, 130375.39, 0.00, 9919379.13 , 0, 255, 65.98, 0, 255, 69.23, 0, 255, 63.56, 0.00%, 0.00%,0.00%, 68.75%, 31.25%, 0.00%, 0.00%, 0.00%, 0.00%, 66.04%, 0.00%,0.00%, 12.36%, 21.60%, 0.00%, 0.00%, 0.00%, 0.00%, 36.24%, 0.00%,0.00%, 27.42%, 36.34%, 0.00%, 0.00%, 0.00%, 0.00%, 25.21%, 0.00%,0.00%, 33.35%, 41.44%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 673.3, 1255.1, 330481.7, 313939.2, 0.0, 0.0, 3739953.5, 1.000, 0
9, P-SLICE,    9, 32.00,   35243552, 0,0.00,30.416, 31.168, 31.113, 30.597,23, 8 7 6 , -, 0.00%,  0.00%,  0.00%, 0.01%,  0.18%,  0.19%, 0.08%,  0.41%,  1.51%, 2.16%,  6.10%, 41.92%, 0.00%,  0.00%,  0.15%,  1.75%, 45.52%,  0.00%,  0.00%,  0.00%,  0.02%,  0.00%,  0.00%,  0.00%,  0.00%, 302076.61, 125523.15, 0.00, 18227174.74 , 0, 255, 68.75, 0, 255, 86.78, 0, 255, 80.32, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 72.40%, 0.00%,0.00%, 13.37%, 14.24%, 0.00%, 0.00%, 0.00%, 0.00%, 50.46%, 0.00%,0.00%, 30.24%, 19.30%, 0.00%, 0.00%, 0.00%, 0.00%, 52.42%, 0.02%,0.00%, 24.47%, 23.08%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 407.8, 1190.8, 319249.5, 300096.2, 0.0, 0.0, 4058413.3, 1.000, 0
